Pet Friends Simulated Crystal ... Paw Print Disc Drop Earrings,$8.00,Regular $16.00
"
							
						Twist Oval-Hoop Earrings
							
					",$6.00,Regular $10.00
Gingerbread Man ''Baking ... Spirits Bright!'' Pin,$6.30,Original $14.00
Gold Tone Colorful Christmas ... Tree Pin,$6.30,Original $14.00
"
							
						Holiday Dogs Pin
							
					",$7.20,Original $16.00
LC Lauren Conrad Pave Cuff ... Bracelet,$9.80,Regular $14.00
Multistrand Lariat Tassel ... Necklace,$15.60,Regular $26.00
"Silver Tone Cubic Zirconia ... Nickel Free Necklace, Earrings & Bracelet Set",$8.99,Regular $18.00
LC Lauren Conrad Leaf Charm ... Necklace,$15.40,Regular $22.00
Simply Vera Vera Wang ... Simulated Pearl Stud Earrings,$7.20,Regular $12.00
Simply Vera Vera Wang Blue ... Hanging Bead Crisscross Drop Earrings,$9.60,Regular $16.00
Mudd® Four Tone Simulated ... Crystal & Simulated Pearl Filigree Flower Bib Statement Necklace,$9.60,Regular $16.00
Textured Holiday Bow Stretch ... Ring,$6.30,Original $14.00
LC Lauren Conrad Love Knot ... Cuff Bracelet,$9.80,Regular $14.00
LC Lauren Conrad Pineapple ... Pendant Necklace,$9.80,Regular $14.00
Dana Buchman Hammered Circle ... Link Statement Necklace,$22.40,Regular $32.00
Girls 5-12 JoJo Siwa ... Faux-Suede Heart & Bow Charm Wrap Choker Necklace,$7.20,Regular $12.00
Flower & Simulated Crystal ... Statement Necklace,$17.00,Regular $34.00
Red & Green Bell Snowman & ... Snowflake Nickel Free Drop Earrings,$6.30,Original $14.00
LC Lauren Conrad Heart Stud ... Earring Set,$9.99,Regular $22.00
Christmas Charm Circle Pendant ... Necklace,$7.20,Original $16.00
Simply Vera Vera Wang ... Geometric Threader Earrings,$10.80,Regular $18.00
Cubic Zirconia Nickel Free ... Solitaire Stud Earring Set,$8.99,Regular $18.00
LC Lauren Conrad Tree of Life ... Pendant Necklace,$9.80,Regular $14.00
LC Lauren Conrad Front-Back ... Earrings,$12.60,Regular $18.00
LC Lauren Conrad Ear Climber ... Earrings,$12.60,Regular $18.00
Dana Buchman Simulated Abalone ... Teardrop Earrings,$12.60,Regular $18.00
"LC Lauren Conrad Beaded, Woven ... & Knotted Bracelet Set",$11.20,Regular $16.00
Red Ornament & Green Glitter ... Bow Christmas Nickel Free Drop Earrings,$4.50,Original $10.00
Simply Vera Vera Wang Feather ... Nickel Free Drop Earrings,$13.20,Regular $22.00
Mudd® Silver Tone Elephant ... Charm & Wood Bead Stretch Bracelet Set,$9.60,Regular $16.00
Simulated Crystal & Pearl ... Snowman Nickel Free Drop Earrings,$5.40,Original $12.00
Double Strand Rectangle & ... Square Necklace & Drop Earring Set,$11.70,Regular $26.00
Red & Green Ornament Nickel ... Free Cluster Drop Earrings,$5.40,Original $12.00
Simulated Crystal Christmas ... Tree Pin,$6.30,Original $14.00
LC Lauren Conrad Crossover ... Cuff Bracelet,$9.80,Regular $14.00
Dana Buchman Curved Bar ... Threader Earrings,$9.80,Regular $14.00
"Mudd® Star, Heart, & Flower ... Stud Earring Set",$12.00,Regular $20.00
Red Bow Gift Box Nickel Free ... Drop Earrings,$4.50,Original $10.00
"
							
						Blue Angel Pin
							
					",$6.30,Original $14.00
Christmas Charm & Bells Long ... Necklace,$7.20,Original $16.00
LC Lauren Conrad Silver X Cuff ... Bracelet,$11.20,Regular $16.00
Napier Textured Halo Round ... Pendant Necklace & Stud Earring Set,$14.40 - $15.60,Regular $24.00 - $26.00
LC Lauren Conrad Flower Stud ... Earring Set,$11.20,Regular $16.00
LC Lauren Conrad Long ... Medallion Tassel Pendant Necklace,$12.60,Regular $18.00
LC Lauren Conrad Ball Bead ... Double Strand Choker Necklace,$12.60,Regular $18.00
LC Lauren Conrad Rose Gold ... Tone Bead Charm Bracelet Set,$12.60,Regular $18.00
LC Lauren Conrad Long Teardrop ... & Leaf Layered Necklace,$15.40,Regular $22.00
LC Lauren Conrad Simulated ... Crystal Stud Earring Set,$15.40,Regular $22.00
"Mudd® Nickel Free Pineapple, ... ""Love,"" Bird & Flower Stud Earring Set",$13.20,Regular $22.00
"Cubic Zirconia Cross Pendant ... Necklace, Earring & Bracelet Set",$8.99,Regular $18.00
Gold Tone Filigree Teardrop ... Earrings,$5.40,Regular $12.00
LC Lauren Conrad Blue Square ... Stud Earrings,$8.40,Regular $12.00
Mudd® Silver Tone Beaded & ... Textured Disc Drop Earring Set,$8.40,Regular $14.00
Simply Vera Vera Wang Knotted ... Long Multi Strand Necklace,$27.60,Regular $46.00
LC Lauren Conrad Star & Stud ... Earring Set,$9.99,Regular $22.00
Christmas Glitter Snowflake ... Drop Earrings,$5.40,Original $12.00
Jingle Bell & Snowflake Charm ... Two Tone Stretch Bracelet,$6.30,Original $14.00
"Snowman, Santa Hat & Christmas ... Tree Drop Earring Set",$6.30,Original $14.00
"
							
						Two Tone Angel Pin
							
					",$6.30,Original $14.00
LC Lauren Conrad Long ... Mother-of-Pearl Teardrop Pendant Necklace,$12.60,Regular $18.00
LC Lauren Conrad Bird Stud ... Earrings,$7.00,Regular $10.00
LC Lauren Conrad Long Double ... Strand Station Necklace,$12.60,Regular $18.00
Silver Tone Simulated Pearl ... Stretch Bracelet,$7.20,Regular $12.00
Nickel Free Triple Marquise ... Drop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Tri Tone Stud ... Earring Set,$15.40,Regular $22.00
LC Lauren Conrad Long Pink ... Rectangle Necklace,$15.40,Regular $22.00
Simply Vera Vera Wang Fireball ... & Bead Multi Strand Necklace,$20.40,Regular $34.00
"
							
						Tri Tone Snowman Pin
							
					",$6.30,Original $14.00
Simply Vera Vera Wang ... Simulated Pearl Knot Necklace,$22.80,Regular $38.00
Pet Friends Holiday Lights Dog ... Pin,$13.00,Regular $26.00
Dana Buchman Black Bar Drop ... Earrings,$14.00,Regular $20.00
"Two Tone Bead & ""Faith, Love"" ... Charm Bangle Bracelet Set",$13.99,Regular $24.00
"
							
						1928 Initial Pendant Necklace
							
					",$11.25 - $12.00,Regular $15.00 - $16.00
Jennifer Lopez Textured ... Vertical Bar Stretch Ring,$11.20,Regular $16.00
Cat Striped Stockings Nickel ... Free Drop Earrings,$5.40,Original $12.00
LC Lauren Conrad Crown Stud ... Earrings,$8.40,Regular $12.00
Dana Buchman Love Knot Stud ... Earrings,$9.80,Regular $14.00
LC Lauren Conrad Hoop ... Earrings,$12.60,Regular $18.00
Silver Tone Holiday Reindeer ... Pin,$6.30,Original $14.00
Dana Buchman Infinity Pendant ... Necklace,$19.60,Regular $28.00
"
							
						Silver Tone Angel Pin
							
					",$6.30,Original $14.00
LC Lauren Conrad Long Milgrain ... Flower Pendant Necklace,$12.60,Regular $18.00
Pet Friends Simulated Crystal ... Paw Print Drop Earrings,$8.00,Regular $16.00
Christmas Santa Hat Pave Drop ... Earrings,$5.40,Original $12.00
Simply Vera Vera Wang Stud ... Earrings,$7.20,Regular $12.00
Simulated Crystal Stretch ... Bracelet,$10.80,Regular $18.00
Mudd® Tri-Tone Filigree ... Teardrop Earring Set,$7.20,Regular $12.00
Mudd® Gold Tone Simulated ... Crystal Evil Eye & Hamsa Link Bead Stretch Bracelet Set,$9.60,Regular $16.00
"Unicorn, Bow & Star Stud ... Earring Set",$13.20,Regular $22.00
"Jingle Bell, Candy Cane & Tree ... Drop Earring Set",$6.30,Original $14.00
"Jingle Bell, Star & Bead ... Stretch Bracelet",$6.30,Original $14.00
Tri Tone Holiday Dachshund ... Pin,$6.30,Original $14.00
Jennifer Lopez Simulated ... Crystal Fringe Drop Earrings,$15.40,Regular $22.00
LC Lauren Conrad Rose Gold ... Tone Hook Bangle Bracelet,$8.40,Regular $12.00
Simply Vera Vera Wang Oval ... Drop Earrings,$8.40,Regular $14.00
Jennifer Lopez Simulated ... Crystal Hammered Bangle Bracelet Set,$21.00,Regular $30.00
"Pink Bead & Rose Gold Tone ... ""Mom"" Charm Bangle Bracelet Set",$13.99,Regular $24.00
LC Lauren Conrad Iridescent ... Beaded Lariat Bracelet,$9.80,Regular $14.00
LC Lauren Conrad Branch ... Necklace,$9.80,Regular $14.00
Jennifer Lopez Long Tassel ... Filigree Disc Pendant Necklace,$23.80,Regular $34.00
LC Lauren Conrad Cluster ... Tassel Nickel Free Drop Earrings,$9.80,Regular $14.00
Christmas Charm Circle Pendant ... Necklace,$7.20,Original $16.00
"
							
						Dana Buchman Snowflake Pin
							
					",$14.99,Regular $26.00
Christmas Bead & Candy Cane ... Stretch Bracelet,$6.30,Original $14.00
Red & Green Jingle Bells ... Stretch Ring,$6.30,Original $14.00
Jennifer Lopez Marquise Hoop ... Earrings,$12.60,Regular $18.00
LC Lauren Conrad Long Two Tone ... Leaf Station Necklace,$12.60,Regular $18.00
Simply Vera Vera Wang Filigree ... Drop Earrings,$9.60,Regular $16.00
Mudd® Textured Elephant ... Pendant Necklace,$9.60,Regular $16.00
"
							
						Beaded Stretch Bracelet Set
							
					",$10.80,Regular $18.00
"
							
						Double Snowflake Pin
							
					",$5.40,Original $12.00
"
							
						Mudd® Leaf Pendant Necklace
							
					",$10.80,Regular $18.00
Pet Friends Simulated Crystal ... Paw Print Drop Earrings,$8.00,Regular $16.00
Simply Vera Vera Wang Faceted ... Stone Cluster Drop Earrings,$8.40,Regular $14.00
Textured Oval Link Long ... Necklace,$12.00 - $15.60,Regular $20.00 - $26.00
Cubic Zirconia Stud Earring ... Set,$8.40,Regular $14.00
Napier Simulated Pearl ... Cabochon Clip On Earrings,$8.40,Regular $14.00
LC Lauren Conrad Cutout Star ... Compass Necklace,$8.40,Regular $12.00
Mudd® Two Tone Bead Stretch ... Bracelet Set,$8.40,Regular $14.00
LC Lauren Conrad Phone Cord ... Ponytail Holder Set,$8.40,Original $14.00
Simply Vera Vera Wang Purple ... Bead Multi Strand Necklace,$22.80,Regular $38.00
"
							
						Winter Bead Stretch Bracelet
							
					",$7.20,Original $16.00
"Mudd® Flower, Quatrefoil & ... Velvet Choker Necklace Set",$13.20,Regular $22.00
Rose Gold Tone Flower Ring ... Set,$13.20,Regular $22.00
"
							
						Ornament Drop Earrings 
							
					",$4.50,Original $10.00
Gold Tone Poinsettia Wreath ... Pin,$6.30,Original $14.00
Dana Buchman Crosscross Double ... Oval Hoop Earrings,$9.80,Regular $14.00
LC Lauren Conrad Unicorn ... Pendant Necklace,$9.80,Regular $14.00
Poinsettia Nickel Free Stud ... Earrings,$5.40,Original $12.00
Christmas Stocking Nickel Free ... Drop Earrings,$5.40,Original $12.00
Simulated Pearl Multi Strand ... Necklace & Stud Earring Set,$15.60,Regular $26.00
"Silver Tone ""Snowballs"" ... Snowman Pin",$6.30,Original $14.00
LC Lauren Conrad Fan Jacket ... Earrings,$12.60,Regular $18.00
Christmas Stocking Nickel Free ... Drop Earrings,$5.40,Original $12.00
Simulated Pearl Multi Strand ... Necklace & Stud Earring Set,$15.60,Regular $26.00
"Silver Tone ""Snowballs"" ... Snowman Pin",$6.30,Original $14.00
LC Lauren Conrad Fan Jacket ... Earrings,$12.60,Regular $18.00
LC Lauren Conrad Dyed Quartz ... Birthstone Double Strand Necklace,$12.60,Regular $18.00
Simulated Abalone Christmas ... Tree Nickel Free Drop Earring,$5.40,Original $12.00
Mudd® Silver-Tone Simulated ... Crystal Peacock Long Pendant,$10.80,Regular $18.00
LC Lauren Conrad Filigree Disc ... Drop Earrings,$9.80,Regular $14.00
LC Lauren Conrad Openwork ... Filigree Butterfly Drop Earrings,$9.80,Regular $14.00
LC Lauren Conrad White Flower ... Openwork Ring,$9.80,Regular $14.00
LC Lauren Conrad Dachshund ... Pendant Necklace,$9.80,Regular $14.00
Jennifer Lopez Textured Hoop ... Earrings,$9.80,Regular $14.00
Napier Multi Strand ... Interlocked Swirling Teardrop Pendant Necklace,$13.20,Regular $22.00
Simulated Pearl & Silver Tone ... Bell Stretch Bracelet,$6.30,Original $14.00
Silver Tone Christmas Tree Car ... Pin,$6.30,Original $14.00
Snowflake Pendant Necklace & ... Drop Earring Set,$7.20,Original $16.00
"
							
						Mudd® Silver-Tone Owl Pendant
							
					",$9.60,Regular $16.00
PRIMROSE 14k Gold Over Silver ... Twisted Oval Drop Earrings,$16.00,Regular $40.00
Silver Tone Simulated Pearl & ... Bead Multistrand Necklace,$12.00,Regular $20.00
Mudd® Two Tone Hoop Earring ... Set,$7.20,Regular $12.00
Pet Friends Simulated Crystal ... Cat Stud Earrings,$8.00,Regular $16.00
LC Lauren Conrad Bezel ... Teardrop Earrings,$8.40,Regular $12.00
LC Lauren Conrad Runway ... Collection Round Crackle Stud Earrings,$8.40,Regular $12.00
Mudd® Teal Filigree Nickel ... Free Teardrop Earrings,$8.40,Regular $14.00
LC Lauren Conrad Dinosaur ... Pendant Necklace,$8.40,Regular $12.00
"
							
						Silver Tone Teardrop Earrings
							
					",$5.40,Regular $12.00
Simply Vera Vera Wang Blue ... Teardrop & Marquise Stretch Bracelet,$15.60,Regular $26.00
Silver Tone Simulated Pearl ... Long Necklace,$10.80,Regular $18.00
Dana Buchman Pave Teardrop ... Hoop Earrings,$14.00,Regular $20.00
Dana Buchman Graduated Linear ... Earrings,$14.00,Regular $20.00
LC Lauren Conrad Dinosaur ... Nickel Free Stud Earrings,$7.00,Regular $10.00
LC Lauren Conrad Teardrop ... Nickel Free Stud Earrings,$7.00,Regular $10.00
LC Lauren Conrad Crackle ... Teardrop Double Strand Necklace,$12.60,Regular $18.00
LC Lauren Conrad Simulated ... Birthstone Ring Set,$9.80,Regular $14.00
"
							
						LC Lauren Conrad Leaf Ring
							
					",$9.80,Regular $14.00
LC Lauren Conrad Giraffe ... Pendant Necklace,$9.80,Regular $14.00
LC Lauren Conrad Beaded ... Adjustable Friendship Bracelet,$9.80,Regular $14.00
Glittery Snowflake Nickel Free ... Drop Earrings,$5.40,Original $12.00
Jingle Bell Cluster Drop ... Earrings,$5.40,Original $12.00
Simply Vera Vera Wang ... Simulated Crystal Elephant Pin,$14.99,Regular $26.00
Dana Buchman Circle Drop ... Earrings,$11.20,Regular $16.00
Simply Vera Vera Wang ... Simulated Crystal Nickel Free Drop Earrings,$8.40,Regular $14.00
Simply Vera Vera Wang Blue ... Simulated Crystal Stud Earrings,$8.40,Regular $14.00
LC Lauren Conrad Quartz Nickel ... Free Rectangle Stud Earrings,$8.40,Regular $12.00
LC Lauren Conrad Layered Stick ... & Square Necklace,$16.80,Regular $24.00
"
							
						Holiday Bead Charm Bracelet
							
					",$6.30,Original $14.00
Simulated Pearl Double-Hoop ... Earrings,$6.00,Regular $10.00
"Mudd® Simulated Turquoise Owl, ... Textured & Cabochon Ring Set",$13.20,Regular $22.00
