,lhs,rhs,support,confidence,lift,count
405,pomina:earring,us jewelry house:necklace,0.10338190816607098,0.6608084358523729,1.30192864636787,376
406,us jewelry house:necklace,pomina:earring,0.10338190816607098,0.203683640303359,1.30192864636787,376
381,us jewelry house:earring,dorothy:earring,0.102007148748969,0.260533707865169,1.60876247114706,371
380,dorothy:earring,us jewelry house:earring,0.102007148748969,0.629881154499151,1.60876247114706,371
392,andante:earring,us jewelry house:earring,0.10145724498212802,0.657754010695187,1.67995178152977,369
393,us jewelry house:earring,andante:earring,0.10145724498212802,0.259129213483146,1.67995178152977,369
1515,"it's sense:earring,us jewelry house:necklace",us jewelry house:earring,0.100082485565026,0.756756756756757,1.93281202550865,364
1516,"us jewelry house:earring,us jewelry house:necklace",it's sense:earring,0.100082485565026,0.398249452954048,1.81963977436416,364
1514,"it's sense:earring,us jewelry house:earring",us jewelry house:necklace,0.100082485565026,0.670349907918969,1.32072731045574,364
310,moment:earring,cloie:earring,0.0934836403629365,0.715789473684211,3.17478818998716,340
311,cloie:earring,moment:earring,0.0934836403629365,0.41463414634146295,3.17478818998716,340
418,it's sense:earring,cloie:earring,0.0934836403629365,0.42713567839196004,1.89450300281897,340
417,cloie:earring,it's sense:earring,0.0934836403629365,0.41463414634146295,1.89450300281897,340
296,ruff-skch:necklace,us jewelry house:necklace,0.0915589771789937,0.711538461538462,1.40187723976998,333
399,pomina:earring,it's sense:earring,0.0899092658784713,0.5746924428822501,2.6258246416617403,327
400,it's sense:earring,pomina:earring,0.0899092658784713,0.410804020100502,2.6258246416617403,327
350,crystal avenue:earring,us jewelry house:earring,0.0899092658784713,0.6462450592885379,1.6505570790957902,327
351,us jewelry house:earring,crystal avenue:earring,0.0899092658784713,0.22963483146067398,1.6505570790957902,327
388,cloie:earring,andante:earring,0.0896343139950509,0.39756097560975606,2.57741402547715,326
387,andante:earring,cloie:earring,0.0896343139950509,0.581105169340463,2.57741402547715,326
361,cloie:necklace,cloie:earring,0.0893593621116305,0.556506849315068,2.46831147677915,325
362,cloie:earring,cloie:necklace,0.0893593621116305,0.39634146341463394,2.46831147677915,325
422,cloie:earring,us jewelry house:necklace,0.0888094583447897,0.39390243902439,0.7760688898871649,323
1488,"romance:necklace,us jewelry house:earring",us jewelry house:necklace,0.0885345064613693,0.8407310704960841,1.6564132737780402,322
1490,"us jewelry house:earring,us jewelry house:necklace",romance:necklace,0.0885345064613693,0.35229759299781205,1.78703813909769,322
1489,"romance:necklace,us jewelry house:necklace",us jewelry house:earring,0.0885345064613693,0.581227436823105,1.48449732284103,322
367,cloie:necklace,us jewelry house:necklace,0.0877096508111081,0.546232876712329,1.07619120942727,319
382,dorothy:earring,us jewelry house:necklace,0.0874346989276877,0.539898132427844,1.06371045917663,318
389,andante:earring,it's sense:earring,0.0838603244432224,0.54367201426025,2.48408934153835,305
390,it's sense:earring,andante:earring,0.0838603244432224,0.383165829145729,2.48408934153835,305
424,us jewelry house:bracelet,it's sense:earring,0.083585372559802,0.303393213572854,1.3862325600056202,304
423,it's sense:earring,us jewelry house:bracelet,0.083585372559802,0.381909547738693,1.3862325600056202,304
329,cloie:earring,core:earring,0.0819356612592796,0.363414634146341,2.53692711015402,298
328,core:earring,cloie:earring,0.0819356612592796,0.571976967370441,2.53692711015402,298
1460,"us jewelry house:earring,us jewelry house:necklace",pomina:earring,0.0816607093758592,0.324945295404814,2.07702291632216,297
1459,"pomina:earring,us jewelry house:necklace",us jewelry house:earring,0.0816607093758592,0.7898936170212769,2.01744598673201,297
1458,"pomina:earring,us jewelry house:earring",us jewelry house:necklace,0.0816607093758592,0.6875,1.3545165222101798,297
411,romance:necklace,us jewelry house:bracelet,0.0802859499587572,0.40725244072524397,1.4782206855466202,292
412,us jewelry house:bracelet,romance:necklace,0.0802859499587572,0.291417165668663,1.4782206855466202,292
284,romance:earring,us jewelry house:earring,0.0800109980753368,0.7578125,1.9355084708567398,291
285,us jewelry house:earring,romance:earring,0.0800109980753368,0.20435393258426998,1.9355084708567398,291
394,andante:earring,us jewelry house:necklace,0.0797360461919164,0.5169340463458111,1.01846648242671,290
352,crystal avenue:earring,us jewelry house:necklace,0.079461094308496,0.571146245059289,1.1252756734998002,289
264,ruff-skch:earring,us jewelry house:earring,0.078086334891394,0.6843373493975901,1.7478475700555,284
315,moment:earring,us jewelry house:earring,0.0750618641737696,0.574736842105263,1.46791986989947,273
199,andante:necklace,us jewelry house:necklace,0.0747869122903492,0.8,1.5761646803900302,272
366,cloie:necklace,us jewelry house:earring,0.0745119604069288,0.464041095890411,1.1851948495459401,271
333,core:earring,us jewelry house:earring,0.0742370085235084,0.518234165067178,1.3236079061441899,270
246,us jewelry house:apparel,us jewelry house:necklace,0.0728622491064064,0.488029465930018,0.9615185089856321,265
1446,"it's sense:earring,pomina:earring",us jewelry house:earring,0.0723123453395656,0.8042813455657489,2.05419329622376,263
1447,"pomina:earring,us jewelry house:earring",it's sense:earring,0.0723123453395656,0.6087962962962961,2.7816484040573197,263
1448,"it's sense:earring,us jewelry house:earring",pomina:earring,0.0723123453395656,0.484346224677716,3.0959002094074797,263
376,dorothy:earring,it's sense:earring,0.0720373934561452,0.444821731748727,2.03243296277653,262
377,it's sense:earring,dorothy:earring,0.0720373934561452,0.329145728643216,2.03243296277653,262
150,crystal avenue:necklace,us jewelry house:necklace,0.0720373934561452,0.7683284457478009,1.51376519890832,262
1486,"romance:necklace,us jewelry house:necklace",us jewelry house:bracelet,0.0701127302722024,0.46028880866426,1.67072893923345,255
1485,"romance:necklace,us jewelry house:bracelet",us jewelry house:necklace,0.0701127302722024,0.8732876712328771,1.7205564790216499,255
1487,"us jewelry house:bracelet,us jewelry house:necklace",romance:necklace,0.0701127302722024,0.34366576819407,1.7432529971015802,255
295,ruff-skch:necklace,us jewelry house:earring,0.0692878746219412,0.538461538461538,1.37527009507347,252
375,cloie:earring,dorothy:earring,0.0687379708551004,0.304878048780488,1.8825831297362199,250
374,dorothy:earring,cloie:earring,0.0687379708551004,0.42444821731748705,1.8825831297362199,250
360,romance:necklace,cloie:necklace,0.0681880670882596,0.345885634588563,2.15408570718939,248
359,cloie:necklace,romance:necklace,0.0681880670882596,0.424657534246575,2.15408570718939,248
409,romance:necklace,it's sense:earring,0.0676381633214188,0.343096234309623,1.5676394524925898,246
410,it's sense:earring,romance:necklace,0.0676381633214188,0.30904522613065305,1.5676394524925898,246
75,vera:necklace,us jewelry house:necklace,0.06708825955457799,0.8683274021352309,1.71078372782548,244
1513,"us jewelry house:bracelet,us jewelry house:necklace",it's sense:earring,0.0668133076711575,0.32749326145552604,1.4963479797911399,243
1512,"it's sense:earring,us jewelry house:necklace",us jewelry house:bracelet,0.0668133076711575,0.505197505197505,1.83373585469394,243
1511,"it's sense:earring,us jewelry house:bracelet",us jewelry house:necklace,0.0668133076711575,0.799342105263158,1.5748684923304999,243
265,ruff-skch:earring,us jewelry house:necklace,0.0659884520208963,0.5783132530120481,1.13939615449882,240
1506,"cloie:earring,us jewelry house:necklace",us jewelry house:earring,0.0654385482540555,0.736842105263158,1.88194855115316,238
1507,"us jewelry house:earring,us jewelry house:necklace",cloie:earring,0.0654385482540555,0.260393873085339,1.1549420931846102,238
1505,"cloie:earring,us jewelry house:earring",us jewelry house:necklace,0.0654385482540555,0.493775933609959,0.9728402332282879,238
1494,"cloie:earring,it's sense:earring",us jewelry house:earring,0.0648886444872147,0.694117647058824,1.77282716457369,236
1496,"it's sense:earring,us jewelry house:earring",cloie:earring,0.0648886444872147,0.434622467771639,1.92770965278714,236
1495,"cloie:earring,us jewelry house:earring",it's sense:earring,0.0648886444872147,0.4896265560165971,2.23715048270398,236
397,pomina:earring,cloie:earring,0.0648886444872147,0.414762741652021,1.83962450169317,236
398,cloie:earring,pomina:earring,0.0648886444872147,0.28780487804878,1.83962450169317,236
1360,"dorothy:earring,us jewelry house:earring",us jewelry house:necklace,0.0635138850701127,0.622641509433962,1.22673194464319,231
1362,"us jewelry house:earring,us jewelry house:necklace",dorothy:earring,0.0635138850701127,0.25273522975929996,1.56060786185836,231
1361,"dorothy:earring,us jewelry house:necklace",us jewelry house:earring,0.0635138850701127,0.7264150943396228,1.8553172037311798,231
384,pomina:earring,andante:earring,0.0629639813032719,0.402460456942003,2.60917768609281,229
383,andante:earring,pomina:earring,0.0629639813032719,0.408199643493761,2.60917768609281,229
1508,"it's sense:earring,us jewelry house:bracelet",us jewelry house:earring,0.0624140775364311,0.746710526315789,1.9071532192489697,227
1509,"it's sense:earring,us jewelry house:earring",us jewelry house:bracelet,0.0624140775364311,0.41804788213628,1.51740533665634,227
88,hush:necklace,us jewelry house:necklace,0.0624140775364311,0.8764478764478759,1.7267827338249901,227
1510,"us jewelry house:bracelet,us jewelry house:earring",it's sense:earring,0.0624140775364311,0.38409475465313003,1.75496560637366,227
141,pomina:necklace,us jewelry house:necklace,0.0621391256530107,0.7583892617449659,1.49418296043686,226
297,moment:earring,core:earring,0.0621391256530107,0.475789473684211,3.32139408021012,226
298,core:earring,moment:earring,0.0621391256530107,0.43378119001919396,3.32139408021012,226
1407,"it's sense:earring,us jewelry house:earring",andante:earring,0.0618641737695903,0.41436464088397795,2.68635329571306,225
1406,"andante:earring,us jewelry house:earring",it's sense:earring,0.0618641737695903,0.609756097560976,2.78603382767496,225
1405,"andante:earring,it's sense:earring",us jewelry house:earring,0.0618641737695903,0.737704918032787,1.8841522379812101,225
346,cloie:earring,crystal avenue:earring,0.0613142700027495,0.271951219512195,1.95471657186928,223
1398,"cloie:earring,us jewelry house:earring",andante:earring,0.0613142700027495,0.462655601659751,2.9994267793877296,223
1397,"andante:earring,us jewelry house:earring",cloie:earring,0.0613142700027495,0.604336043360434,2.68045145085597,223
1396,"andante:earring,cloie:earring",us jewelry house:earring,0.0613142700027495,0.6840490797546012,1.7471113083339098,223
345,crystal avenue:earring,cloie:earring,0.0613142700027495,0.44071146245059295,1.95471657186928,223
1450,"pomina:earring,us jewelry house:necklace",it's sense:earring,0.0610393181193291,0.5904255319148941,2.6977106276061202,222
1451,"it's sense:earring,us jewelry house:necklace",pomina:earring,0.0610393181193291,0.46153846153846206,2.95011491145059,222
363,cloie:necklace,it's sense:earring,0.0610393181193291,0.38013698630136994,1.7368821848970901,222
364,it's sense:earring,cloie:necklace,0.0610393181193291,0.278894472361809,1.7368821848970901,222
1449,"it's sense:earring,pomina:earring",us jewelry house:necklace,0.0610393181193291,0.678899082568807,1.33757094436769,222
1038,"moment:earring,us jewelry house:earring",cloie:earring,0.0602144624690679,0.802197802197802,3.5580407397480602,219
401,pomina:earring,us jewelry house:bracelet,0.0602144624690679,0.384885764499121,1.39703545457416,219
1037,"cloie:earring,moment:earring",us jewelry house:earring,0.0602144624690679,0.644117647058824,1.6451235128883002,219
402,us jewelry house:bracelet,pomina:earring,0.0602144624690679,0.21856287425149698,1.39703545457416,219
1039,"cloie:earring,us jewelry house:earring",moment:earring,0.0602144624690679,0.45435684647302893,3.4789386328892795,219
160,dorothy:bracelet,us jewelry house:bracelet,0.0599395105856475,0.679127725856698,2.46505742409262,218
286,romance:earring,us jewelry house:necklace,0.0599395105856475,0.567708333333333,1.1185022797038602,218
1218,"us jewelry house:earring,us jewelry house:necklace",crystal avenue:earring,0.0599395105856475,0.23851203501094098,1.7143641725983998,218
1217,"crystal avenue:earring,us jewelry house:necklace",us jewelry house:earring,0.0599395105856475,0.7543252595155708,1.9266018039734099,218
1216,"crystal avenue:earring,us jewelry house:earring",us jewelry house:necklace,0.0599395105856475,0.666666666666667,1.31347056699169,218
161,us jewelry house:bracelet,dorothy:bracelet,0.0599395105856475,0.21756487025948104,2.46505742409262,218
1416,"andante:earring,us jewelry house:earring",us jewelry house:necklace,0.0596645587022271,0.588075880758808,1.1586305408016202,217
1418,"us jewelry house:earring,us jewelry house:necklace",andante:earring,0.0596645587022271,0.237417943107221,1.53919618374503,217
1417,"andante:earring,us jewelry house:necklace",us jewelry house:earring,0.0596645587022271,0.7482758620689659,1.9111512010848501,217
187,dorothy:necklace,us jewelry house:necklace,0.0593896068188067,0.6687306501547989,1.31753703933532,216
348,it's sense:earring,crystal avenue:earring,0.0593896068188067,0.271356783919598,1.9504439192007499,216
347,crystal avenue:earring,it's sense:earring,0.0593896068188067,0.42687747035573104,1.9504439192007499,216
239,tres jolie:earring,us jewelry house:earring,0.0593896068188067,0.63716814159292,1.62737396838023,216
370,dorothy:earring,pomina:earring,0.0593896068188067,0.36672325976230896,2.34406414016787,216
371,pomina:earring,dorothy:earring,0.0593896068188067,0.379613356766257,2.34406414016787,216
368,dorothy:earring,andante:earring,0.0588397030519659,0.363327674023769,2.35547727348386,214
378,dorothy:earring,us jewelry house:bracelet,0.0588397030519659,0.363327674023769,1.3187851800643202,214
379,us jewelry house:bracelet,dorothy:earring,0.0588397030519659,0.213572854291417,1.3187851800643202,214
216,romance:bracelet,us jewelry house:necklace,0.0588397030519659,0.614942528735632,1.21156336782854,214
369,andante:earring,dorothy:earring,0.0588397030519659,0.38146167557932303,2.35547727348386,214
407,romance:necklace,cloie:earring,0.0577398955182843,0.292887029288703,1.2990611286866,210
408,cloie:earring,romance:necklace,0.0577398955182843,0.25609756097561,1.2990611286866,210
213,romance:bracelet,us jewelry house:bracelet,0.0574649436348639,0.600574712643678,2.17993036914676,209
214,us jewelry house:bracelet,romance:bracelet,0.0574649436348639,0.20858283433133698,2.17993036914676,209
163,dorothy:bracelet,us jewelry house:necklace,0.0574649436348639,0.6510903426791279,1.2827820023423602,209
102,jennifer:necklace,us jewelry house:necklace,0.0571899917514435,0.7147766323024058,1.4082571027539799,208
245,us jewelry house:apparel,us jewelry house:earring,0.0569150398680231,0.38121546961326,0.9736521509715071,207
306,andante:earring,moment:earring,0.0563651361011823,0.36541889483066,2.79795477999812,205
305,moment:earring,andante:earring,0.0563651361011823,0.431578947368421,2.79795477999812,205
130,fashion jewelry:necklace,us jewelry house:necklace,0.0558152323343415,0.692832764505119,1.36502316603744,203
1350,"it's sense:earring,us jewelry house:earring",dorothy:earring,0.0555402804509211,0.372007366482505,2.29709811867041,202
1348,"dorothy:earring,it's sense:earring",us jewelry house:earring,0.0555402804509211,0.770992366412214,1.96917081224805,202
1349,"dorothy:earring,us jewelry house:earring",it's sense:earring,0.0555402804509211,0.544474393530997,2.4877554890354703,202
1273,"cloie:earring,cloie:necklace",us jewelry house:earring,0.0552653285675007,0.618461538461539,1.5795959377701003,201
1274,"cloie:necklace,us jewelry house:earring",cloie:earring,0.0552653285675007,0.74169741697417,3.2896993969939703,201
1275,"cloie:earring,us jewelry house:earring",cloie:necklace,0.0552653285675007,0.41701244813278004,2.5970449894844503,201
324,andante:earring,core:earring,0.0547154248006599,0.354723707664884,2.4762574371922903,199
942,"us jewelry house:earring,us jewelry house:necklace",ruff-skch:necklace,0.0547154248006599,0.217724288840263,1.69201546690606,199
941,"ruff-skch:necklace,us jewelry house:necklace",us jewelry house:earring,0.0547154248006599,0.597597597597598,1.52630790903263,199
940,"ruff-skch:necklace,us jewelry house:earring",us jewelry house:necklace,0.0547154248006599,0.78968253968254,1.5558371597103997,199
323,core:earring,andante:earring,0.0547154248006599,0.381957773512476,2.4762574371922903,199
1484,"us jewelry house:bracelet,us jewelry house:earring",romance:necklace,0.0544404729172395,0.33502538071065996,1.6994244207038602,198
334,core:earring,us jewelry house:necklace,0.0544404729172395,0.380038387715931,0.748753854887779,198
1482,"romance:necklace,us jewelry house:bracelet",us jewelry house:earring,0.0544404729172395,0.678082191780822,1.7318714406649198,198
1483,"romance:necklace,us jewelry house:earring",us jewelry house:bracelet,0.0544404729172395,0.516971279373368,1.8764715998811798,198
236,tres jolie:earring,it's sense:earring,0.0541655210338191,0.581120943952802,2.6551970768295803,197
321,core:earring,dorothy:earring,0.0541655210338191,0.378119001919386,2.3348366892713197,197
237,it's sense:earring,tres jolie:earring,0.0541655210338191,0.24748743718592997,2.6551970768295803,197
322,dorothy:earring,core:earring,0.0541655210338191,0.33446519524618,2.3348366892713197,197
175,jennifer:earring,us jewelry house:earring,0.0536156172669783,0.558739255014327,1.42706086410611,195
419,cloie:earring,us jewelry house:bracelet,0.0536156172669783,0.23780487804878,0.8631700014604939,195
331,it's sense:earring,core:earring,0.0533406653835579,0.24371859296482398,1.7013522506968604,194
1481,"it's sense:earring,us jewelry house:necklace",romance:necklace,0.0533406653835579,0.40332640332640296,2.04588302496252,194
1480,"romance:necklace,us jewelry house:necklace",it's sense:earring,0.0533406653835579,0.350180505415162,1.6000081635614898,194
1479,"it's sense:earring,romance:necklace",us jewelry house:necklace,0.0533406653835579,0.788617886178862,1.5537395731487098,194
330,core:earring,it's sense:earring,0.0533406653835579,0.37236084452975,1.7013522506968604,194
312,moment:earring,it's sense:earring,0.0525158097332967,0.40210526315789497,1.8372573393282199,191
313,it's sense:earring,moment:earring,0.0525158097332967,0.23994974874371902,1.8372573393282199,191
316,moment:earring,us jewelry house:necklace,0.0522408578498763,0.4,0.788082340195016,190
1372,"andante:earring,pomina:earring",us jewelry house:earring,0.0522408578498763,0.829694323144105,2.1190998969628603,190
1437,"cloie:earring,pomina:earring",us jewelry house:earring,0.0522408578498763,0.805084745762712,2.05624523900209,190
1438,"pomina:earring,us jewelry house:earring",cloie:earring,0.0522408578498763,0.439814814814815,1.9507396115627802,190
1439,"cloie:earring,us jewelry house:earring",pomina:earring,0.0522408578498763,0.394190871369295,2.5196347964325603,190
1374,"pomina:earring,us jewelry house:earring",andante:earring,0.0522408578498763,0.439814814814815,2.8513484518386503,190
280,romance:earring,cloie:earring,0.0522408578498763,0.4947916666666671,2.19458206300813,190
281,cloie:earring,romance:earring,0.0522408578498763,0.23170731707317102,2.19458206300813,190
1373,"andante:earring,us jewelry house:earring",pomina:earring,0.0522408578498763,0.514905149051491,3.2912302760988905,190
2106,"it's sense:earring,us jewelry house:earring,us jewelry house:necklace",us jewelry house:bracelet,0.0519659059664559,0.5192307692307689,1.8846729617687699,189
2104,"it's sense:earring,us jewelry house:bracelet,us jewelry house:earring",us jewelry house:necklace,0.0519659059664559,0.832599118942731,1.64039165525174,189
2105,"it's sense:earring,us jewelry house:bracelet,us jewelry house:necklace",us jewelry house:earring,0.0519659059664559,0.7777777777777779,1.98650124843945,189
2107,"us jewelry house:bracelet,us jewelry house:earring,us jewelry house:necklace",it's sense:earring,0.0519659059664559,0.39375,1.79908134422111,189
234,tres jolie:earring,cloie:earring,0.0516909540830355,0.5545722713864311,2.4597309158932297,188
108,fresh:earring,us jewelry house:earring,0.0516909540830355,0.752,1.9206629213483102,188
235,cloie:earring,tres jolie:earring,0.0516909540830355,0.22926829268292698,2.4597309158932297,188
215,romance:bracelet,us jewelry house:earring,0.0511410503161947,0.5344827586206901,1.36510800077489,186
356,andante:earring,cloie:necklace,0.0511410503161947,0.331550802139037,2.0648121016775303,186
355,cloie:necklace,andante:earring,0.0511410503161947,0.318493150684932,2.0648121016775303,186
2065,"it's sense:earring,pomina:earring,us jewelry house:necklace",us jewelry house:earring,0.0505911465493539,0.8288288288288291,2.11688936127138,184
176,jennifer:earring,us jewelry house:necklace,0.0505911465493539,0.527220630372493,1.03873317045761,184
2064,"it's sense:earring,pomina:earring,us jewelry house:earring",us jewelry house:necklace,0.0505911465493539,0.699619771863118,1.3783949676414697,184
1476,"it's sense:earring,romance:necklace",us jewelry house:earring,0.0505911465493539,0.747967479674797,1.91036356992783,184
1477,"romance:necklace,us jewelry house:earring",it's sense:earring,0.0505911465493539,0.48041775456919106,2.19507458965848,184
1478,"it's sense:earring,us jewelry house:earring",romance:necklace,0.0505911465493539,0.338858195211786,1.7188664658093,184
117,stylist:earring,us jewelry house:earring,0.0505911465493539,0.7419354838709681,1.8949574121058401,184
1456,"pomina:earring,us jewelry house:necklace",us jewelry house:bracelet,0.0505911465493539,0.48936170212766,1.77625599864102,184
1457,"us jewelry house:bracelet,us jewelry house:necklace",pomina:earring,0.0505911465493539,0.24797843665768202,1.58505724802107,184
2067,"it's sense:earring,us jewelry house:earring,us jewelry house:necklace",pomina:earring,0.0505911465493539,0.505494505494505,3.23107823635064,184
2066,"pomina:earring,us jewelry house:earring,us jewelry house:necklace",it's sense:earring,0.0505911465493539,0.619528619528619,2.83068541359999,184
1455,"pomina:earring,us jewelry house:bracelet",us jewelry house:necklace,0.0505911465493539,0.8401826484018259,1.6553327693593898,184
830,"ruff-skch:earring,us jewelry house:necklace",us jewelry house:earring,0.0503161946659335,0.7625,1.94748068820225,183
831,"us jewelry house:earring,us jewelry house:necklace",ruff-skch:earring,0.0503161946659335,0.20021881838074398,1.7546887769898,183
829,"ruff-skch:earring,us jewelry house:earring",us jewelry house:necklace,0.0503161946659335,0.6443661971830991,1.26953405154655,183
186,dorothy:necklace,us jewelry house:earring,0.0500412427825131,0.563467492260062,1.4391371273524198,182
303,moment:earring,dorothy:earring,0.0497662908990927,0.38105263157894703,2.35295147886695,181
1392,"cloie:earring,it's sense:earring",andante:earring,0.0497662908990927,0.532352941176471,3.45127922826885,181
304,dorothy:earring,moment:earring,0.0497662908990927,0.307300509337861,2.35295147886695,181
1391,"andante:earring,it's sense:earring",cloie:earring,0.0497662908990927,0.59344262295082,2.63213514594162,181
1390,"andante:earring,cloie:earring",it's sense:earring,0.0497662908990927,0.5552147239263799,2.53682908407066,181
62,us jewelry house:accessories,us jewelry house:necklace,0.0494913390156723,0.7692307692307689,1.51554296191349,180
2093,"romance:necklace,us jewelry house:bracelet,us jewelry house:necklace",us jewelry house:earring,0.0494913390156723,0.7058823529411771,1.80287508261732,180
2095,"us jewelry house:bracelet,us jewelry house:earring,us jewelry house:necklace",romance:necklace,0.0494913390156723,0.375,1.9021966527196699,180
2094,"romance:necklace,us jewelry house:earring,us jewelry house:necklace",us jewelry house:bracelet,0.0494913390156723,0.5590062111801241,2.02904749507197,180
198,andante:necklace,us jewelry house:earring,0.0494913390156723,0.529411764705882,1.3521563119629898,180
2092,"romance:necklace,us jewelry house:bracelet,us jewelry house:earring",us jewelry house:necklace,0.0494913390156723,0.9090909090909091,1.7910962277159501,180
1453,"pomina:earring,us jewelry house:earring",us jewelry house:bracelet,0.0492163871322519,0.414351851851852,1.50398970577364,179
294,ruff-skch:necklace,us jewelry house:bracelet,0.0492163871322519,0.382478632478632,1.3882981899449,179
1452,"pomina:earring,us jewelry house:bracelet",us jewelry house:earring,0.0492163871322519,0.817351598173516,2.087575675953,179
1454,"us jewelry house:bracelet,us jewelry house:earring",pomina:earring,0.0492163871322519,0.302876480541455,1.93596091340821,179
396,romance:necklace,pomina:earring,0.0486664833654111,0.24686192468619197,1.5779205976866102,177
162,dorothy:bracelet,us jewelry house:earring,0.0486664833654111,0.5514018691588779,1.4083206447548,177
149,crystal avenue:necklace,us jewelry house:earring,0.0486664833654111,0.5190615835777129,1.32572119344954,177
395,pomina:earring,romance:necklace,0.0486664833654111,0.31107205623901596,1.5779205976866102,177
1205,"crystal avenue:earring,it's sense:earring",us jewelry house:earring,0.0483915314819907,0.8148148148148149,2.08109654598419,176
1206,"crystal avenue:earring,us jewelry house:earring",it's sense:earring,0.0483915314819907,0.53822629969419,2.45920735174343,176
1207,"it's sense:earring,us jewelry house:earring",crystal avenue:earring,0.0483915314819907,0.324125230202578,2.32973016254304,176
914,"romance:earring,us jewelry house:necklace",us jewelry house:earring,0.0483915314819907,0.807339449541284,2.06200391712195,176
1315,"dorothy:earring,pomina:earring",us jewelry house:earring,0.0483915314819907,0.8148148148148149,2.08109654598419,176
1317,"pomina:earring,us jewelry house:earring",dorothy:earring,0.0483915314819907,0.407407407407407,2.5156888637364,176
913,"romance:earring,us jewelry house:earring",us jewelry house:necklace,0.0483915314819907,0.604810996563574,1.19160216386875,176
1316,"dorothy:earring,us jewelry house:earring",pomina:earring,0.0483915314819907,0.47439353099730497,3.03228343099683,176
240,tres jolie:earring,us jewelry house:necklace,0.0481165795985702,0.51622418879056,1.01706791691835,175
372,dorothy:earring,romance:necklace,0.0481165795985702,0.29711375212224106,1.50711675937042,175
373,romance:necklace,dorothy:earring,0.0481165795985702,0.244072524407252,1.50711675937042,175
291,romance:necklace,ruff-skch:necklace,0.0481165795985702,0.244072524407252,1.8967772890366998,175
290,ruff-skch:necklace,romance:necklace,0.0481165795985702,0.373931623931624,1.8967772890366998,175
93,fresh:necklace,us jewelry house:necklace,0.0481165795985702,0.641025641025641,1.26295246826124,175
340,andante:earring,crystal avenue:earring,0.0478416277151498,0.310160427807487,2.22935469552535,174
339,crystal avenue:earring,andante:earring,0.0478416277151498,0.343873517786561,2.22935469552535,174
1117,"cloie:earring,us jewelry house:earring",core:earring,0.0475666758317294,0.35892116182572603,2.50555905097921,173
1115,"cloie:earring,core:earring",us jewelry house:earring,0.0475666758317294,0.580536912751678,1.4827336739310801,173
1116,"core:earring,us jewelry house:earring",cloie:earring,0.0475666758317294,0.6407407407407409,2.84191960252936,173
955,"core:earring,moment:earring",cloie:earring,0.0470167720648886,0.756637168141593,3.3559626591841094,171
957,"cloie:earring,core:earring",moment:earring,0.0470167720648886,0.573825503355705,4.39369127516779,171
956,"cloie:earring,moment:earring",core:earring,0.0470167720648886,0.5029411764705879,3.5109348537879597,171
1276,"cloie:earring,cloie:necklace",us jewelry house:necklace,0.0464668682980478,0.52,1.02450704225352,169
1278,"cloie:earring,us jewelry house:necklace",cloie:necklace,0.0464668682980478,0.523219814241486,3.2584768225963803,169
244,us jewelry house:apparel,us jewelry house:bracelet,0.0464668682980478,0.311233885819521,1.12969824623313,169
1001,"cloie:earring,moment:earring",andante:earring,0.0464668682980478,0.49705882352941205,3.22246513578694,169
